Index,PPL
1,296.06343448567077
2,216.41157305820633
3,183.84207517198715
4,166.77007037113253
5,156.34473783691556
6,148.88190476147636
7,143.3695307575698
8,139.87393783070777
9,137.42512662599785
10,135.90940473295308
11,134.76201632680858
12,134.0515939502073
13,133.4920133234613
14,133.5607185082719
15,133.63247356401334
16,134.21335451581243
17,122.8552951876221
